order_line_id,despatch_date,segment,channel,customer_type,qty,line_value_gbp
OL-26-2753249,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,24,495
OL-26-2753263,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,20,428
OL-26-2753508,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,1,611
OL-26-2753529,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,39,501
OL-26-2753592,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,41,773
OL-26-2754138,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,2,371
OL-26-2754411,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,48,374
OL-26-2754530,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,23,541
OL-26-2754936,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,11,763
OL-26-2755118,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,37,516
OL-26-2755195,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,35,378
OL-26-2755475,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,26,509
OL-26-2755566,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,30,725
OL-26-2755594,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,12,657
OL-26-2755657,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,1,814
OL-26-2755678,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,39,367
OL-26-2755790,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,29,781
OL-26-2755958,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,21,554
OL-26-2756000,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,14,416
OL-26-2756021,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,8,536
OL-26-2756168,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,45,467
OL-26-2756217,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,44,754
OL-26-2756273,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,35,820
OL-26-2756476,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,47,576
OL-26-2756539,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,45,427
OL-26-2756910,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,18,589
OL-26-2756966,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,7,724
OL-26-2757029,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,42,458
OL-26-2757106,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,2,837
OL-26-2757113,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,18,426
OL-26-2757120,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,24,396
OL-26-2757239,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,8,826
OL-26-2757414,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,40,612
OL-26-2757750,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,32,766
OL-26-2757890,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,37,470
OL-26-2758436,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,34,546
OL-26-2758464,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,30,567
OL-26-2758485,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,48,499
OL-26-2758562,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,27,620
OL-26-2758632,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,4,388
OL-26-2759073,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,24,586
OL-26-2759101,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,23,462
OL-26-2759115,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,25,413
OL-26-2759122,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,38,473
OL-26-2759143,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,45,539
OL-26-2759150,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,24,495
OL-26-2759171,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,35,752
OL-26-2759213,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,7,750
OL-26-2759248,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,38,602
OL-26-2759290,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,20,839
OL-26-2759451,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,16,732
OL-26-2759640,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,Manufacturer,17,392
OL-26-2759654,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,39,677
OL-26-2759668,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,FM company,46,766
OL-26-2759857,2026-05-18,Industrial Consumables & Packaging,Contract & framework accounts,SME trade,26,749
OL-26-2760017,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,10,667
OL-26-2760073,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,1,800
OL-26-2760094,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,6,639
OL-26-2760213,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,8,670
OL-26-2760311,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,39,518
OL-26-2760381,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,46,368
OL-26-2760409,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,23,825
OL-26-2760542,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,25,716
OL-26-2760598,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,12,590
OL-26-2760696,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,11,424
OL-26-2760815,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,1,462
OL-26-2760822,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,31,760
OL-26-2761172,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,8,490
OL-26-2761410,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,12,411
OL-26-2761515,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,26,410
OL-26-2761557,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,46,462
OL-26-2761690,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,42,426
OL-26-2761711,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,5,449
OL-26-2761760,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,44,399
OL-26-2761823,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,46,524
OL-26-2762033,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,19,354
OL-26-2762166,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,10,523
OL-26-2762369,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,36,804
OL-26-2762565,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,16,518
OL-26-2762880,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,22,520
OL-26-2763167,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,9,635
OL-26-2763517,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,16,450
OL-26-2763804,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,47,449
OL-26-2763923,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,7,551
OL-26-2764098,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,23,419
OL-26-2764336,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,38,544
OL-26-2764896,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,34,416
OL-26-2765008,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,40,665
OL-26-2765204,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,5,364
OL-26-2765239,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,21,821
OL-26-2765351,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,1,655
OL-26-2765400,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,16,376
OL-26-2765526,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,1,370
OL-26-2765680,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,42,428
OL-26-2765813,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,44,523
OL-26-2765904,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,26,828
OL-26-2765939,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,28,511
OL-26-2765946,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,45,657
OL-26-2766023,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,10,783
OL-26-2766079,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,28,829
OL-26-2766093,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,7,743
OL-26-2766275,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,7,670
OL-26-2766422,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,46,756
OL-26-2766436,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,44,461
OL-26-2766443,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,7,811
OL-26-2766639,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,35,501
OL-26-2766828,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,10,706
OL-26-2766835,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,26,715
OL-26-2767010,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,43,494
OL-26-2767129,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,31,788
OL-26-2767304,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,45,625
OL-26-2767423,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,15,803
OL-26-2767640,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,44,527
OL-26-2767647,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,44,557
OL-26-2767661,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,39,785
OL-26-2767668,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,12,577
OL-26-2767773,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,29,740
OL-26-2768088,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,26,470
OL-26-2768228,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,44,628
OL-26-2768235,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,31,426
OL-26-2768382,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,5,566
OL-26-2768501,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,8,580
OL-26-2768529,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,35,565
OL-26-2768704,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,24,477
OL-26-2768732,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,7,806
OL-26-2768746,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,23,687
OL-26-2768921,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,26,642
OL-26-2769208,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,9,571
OL-26-2769271,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,20,741
OL-26-2769509,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,8,376
OL-26-2769768,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,36,507
OL-26-2769971,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,30,750
OL-26-2770055,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,23,670
OL-26-2770293,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,25,410
OL-26-2770328,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,26,530
OL-26-2770377,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,33,503
OL-26-2770412,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,10,679
OL-26-2770433,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,13,815
OL-26-2770524,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,38,616
OL-26-2770545,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,46,829
OL-26-2770790,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,45,377
OL-26-2770986,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,10,806
OL-26-2771266,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,34,485
OL-26-2771329,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,33,543
OL-26-2771392,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,41,583
OL-26-2771469,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,31,648
OL-26-2771581,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,30,810
OL-26-2771735,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,48,533
OL-26-2771931,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,37,783
OL-26-2771952,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,1,586
OL-26-2772092,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,2,730
OL-26-2772358,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,24,781
OL-26-2772414,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,40,613
OL-26-2772428,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,35,420
OL-26-2772610,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,42,410
OL-26-2772715,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,40,530
OL-26-2772876,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,1,798
OL-26-2773023,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,13,536
OL-26-2773324,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,6,502
OL-26-2773345,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,48,626
OL-26-2773373,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,34,372
OL-26-2773520,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,34,513
OL-26-2773576,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,19,713
OL-26-2773849,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,46,587
OL-26-2774122,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,36,794
OL-26-2774178,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,29,591
OL-26-2774206,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,13,659
OL-26-2774227,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,6,819
OL-26-2774276,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,9,458
OL-26-2774409,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,45,472
OL-26-2774612,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,8,559
OL-26-2774815,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,30,746
OL-26-2774899,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,29,764
OL-26-2775123,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,42,423
OL-26-2775130,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,30,619
OL-26-2775319,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,34,416
OL-26-2775543,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,8,591
OL-26-2775690,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,20,602
OL-26-2775795,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,30,528
OL-26-2775816,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,32,808
OL-26-2775830,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,1,656
OL-26-2775844,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,15,448
OL-26-2775949,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,37,836
OL-26-2776047,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,39,612
OL-26-2776068,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,9,798
OL-26-2776425,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,4,476
OL-26-2776432,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,6,403
OL-26-2776488,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,26,664
OL-26-2776663,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,38,703
OL-26-2776754,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,38,475
OL-26-2776824,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,35,749
OL-26-2777111,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,47,440
OL-26-2777195,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,47,579
OL-26-2777279,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,21,457
OL-26-2777328,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,15,759
OL-26-2777566,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,40,437
OL-26-2777720,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,7,806
OL-26-2777818,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,1,667
OL-26-2777958,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,27,760
OL-26-2778000,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,25,433
OL-26-2778091,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,37,729
OL-26-2778133,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,38,692
OL-26-2778273,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,42,408
OL-26-2778406,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,33,400
OL-26-2778595,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,16,578
OL-26-2778672,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,47,516
OL-26-2778938,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,25,425
OL-26-2779183,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,7,741
OL-26-2779190,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,48,398
OL-26-2779316,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,44,489
OL-26-2779386,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,33,670
OL-26-2779428,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,FM company,21,470
OL-26-2779435,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,9,747
OL-26-2779687,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,16,690
OL-26-2779694,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,8,725
OL-26-2779743,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,25,463
OL-26-2779834,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,39,390
OL-26-2780051,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,31,366
OL-26-2780072,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,Manufacturer,2,397
OL-26-2780121,2026-05-18,Industrial Consumables & Packaging,Spot & project orders,SME trade,18,658
OL-26-2780316,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,SME trade,1,786
OL-26-2780631,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,45,693
OL-26-2780673,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,SME trade,43,708
OL-26-2780771,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,29,723
OL-26-2780897,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,SME trade,4,519
OL-26-2781142,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,SME trade,13,476
OL-26-2781324,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,SME trade,48,823
OL-26-2781443,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,37,397
OL-26-2781569,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,36,469
OL-26-2781688,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,33,400
OL-26-2781828,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,42,760
OL-26-2781877,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,18,412
OL-26-2781898,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,36,680
OL-26-2781954,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,SME trade,24,582
OL-26-2782346,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,16,579
OL-26-2782416,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,1,798
OL-26-2782626,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,21,693
OL-26-2782682,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,29,383
OL-26-2782899,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,1,539
OL-26-2783382,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,7,534
OL-26-2783648,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,28,622
OL-26-2783683,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,20,576
OL-26-2783753,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,SME trade,4,821
OL-26-2783851,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,8,793
OL-26-2784005,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,26,828
OL-26-2784082,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,23,686
OL-26-2784257,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,46,692
OL-26-2784313,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,13,550
OL-26-2784600,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,22,740
OL-26-2784733,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,44,594
OL-26-2785132,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,43,623
OL-26-2785181,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,36,752
OL-26-2785216,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,20,510
OL-26-2785566,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,SME trade,14,552
OL-26-2785853,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,45,766
OL-26-2786112,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,11,649
OL-26-2786203,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,39,504
OL-26-2786301,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,15,433
OL-26-2786700,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,16,714
OL-26-2786924,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,36,765
OL-26-2787050,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,25,531
OL-26-2787120,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,10,471
OL-26-2787344,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,SME trade,46,810
OL-26-2787610,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,14,461
OL-26-2787722,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,22,368
OL-26-2787834,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,4,828
OL-26-2788086,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,36,541
OL-26-2788128,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,FM company,42,566
OL-26-2788450,2026-05-18,Industrial Consumables & Packaging,Trade counter & online,Manufacturer,3,750
OL-26-2788778,2026-05-18,Office & Print Solutions,Contract & framework accounts,SME trade,31,450
OL-26-2788792,2026-05-18,Office & Print Solutions,Contract & framework accounts,Professional services,9,911
OL-26-2789002,2026-05-18,Office & Print Solutions,Contract & framework accounts,Professional services,27,428
OL-26-2789072,2026-05-18,Office & Print Solutions,Contract & framework accounts,SME trade,42,724
OL-26-2789387,2026-05-18,Office & Print Solutions,Contract & framework accounts,Public framework,4,874
OL-26-2789688,2026-05-18,Office & Print Solutions,Contract & framework accounts,Public framework,5,921
OL-26-2789723,2026-05-18,Office & Print Solutions,Contract & framework accounts,FM company,12,757
OL-26-2789800,2026-05-18,Office & Print Solutions,Contract & framework accounts,Public framework,44,460
OL-26-2789919,2026-05-18,Office & Print Solutions,Contract & framework accounts,SME trade,7,549
OL-26-2789947,2026-05-18,Office & Print Solutions,Contract & framework accounts,Professional services,25,609
OL-26-2790017,2026-05-18,Office & Print Solutions,Contract & framework accounts,FM company,37,807
OL-26-2790052,2026-05-18,Office & Print Solutions,Contract & framework accounts,Public framework,5,879
OL-26-2790185,2026-05-18,Office & Print Solutions,Contract & framework accounts,SME trade,45,961
OL-26-2790451,2026-05-18,Office & Print Solutions,Contract & framework accounts,Professional services,30,865
OL-26-2790745,2026-05-18,Office & Print Solutions,Contract & framework accounts,Professional services,16,979
OL-26-2791354,2026-05-18,Office & Print Solutions,Contract & framework accounts,SME trade,43,1003
OL-26-2791361,2026-05-18,Office & Print Solutions,Contract & framework accounts,FM company,39,460
OL-26-2791634,2026-05-18,Office & Print Solutions,Contract & framework accounts,Public framework,5,918
OL-26-2791739,2026-05-18,Office & Print Solutions,Contract & framework accounts,Public framework,3,1012
OL-26-2791746,2026-05-18,Office & Print Solutions,Contract & framework accounts,FM company,41,817
OL-26-2791865,2026-05-18,Office & Print Solutions,Contract & framework accounts,Professional services,37,758
OL-26-2791963,2026-05-18,Office & Print Solutions,Contract & framework accounts,FM company,20,838
